gene_id,gene_name,gene_type,Pat1,Pat2,Pat3,Pat4,Pat5,Pat6,Pat7,Pat8,Pat9,Pat10
ENSG00000282879,AC095038.3,processed_pseudogene,0,0,0,0,0,0,0,0,0,1
ENSG00000282881,TMEM275,protein_coding,0,0,0,0,0,0,0,2,1,1
ENSG00000282882,AC027045.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282885,AL627171.2,lncRNA,15,20,10,11,14,8,12,10,6,5
ENSG00000282886,PTMAP12,processed_pseudogene,11,10,32,2,25,13,27,13,23,16
ENSG00000282887,AL358215.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282890,AC009975.1,lncRNA,0,0,1,0,0,0,0,1,0,0
ENSG00000282894,DUX4L33,unprocessed_pseudogene,0,0,0,0,1,0,0,1,0,1
ENSG00000282897,AL162727.3,TEC,0,0,0,0,3,1,1,0,0,1
ENSG00000282898,AL353651.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282904,AC107398.4,lncRNA,1,0,0,0,1,0,0,1,0,0
ENSG00000282906,AL513321.2,lncRNA,0,0,0,0,0,0,0,0,0,1
ENSG00000282907,Z98883.1,lncRNA,2,0,0,0,1,1,2,0,1,0
ENSG00000282909,AC007241.2,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282911,DUX4L35,unprocessed_pseudogene,3,0,2,0,1,4,1,7,0,1
ENSG00000282912,AC108724.2,processed_pseudogene,2,0,0,1,0,5,0,0,0,2
ENSG00000282914,Z83818.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282915,AC091769.1,lncRNA,16,21,21,10,41,18,46,37,29,76
ENSG00000282916,LINC02746,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282917,AC107068.2,lncRNA,8,5,20,2,5,13,12,11,9,18
ENSG00000282921,CFTRP2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282924,AC136428.4,unprocessed_pseudogene,1,3,0,2,0,1,2,0,1,0
ENSG00000282925,AC010424.3,lncRNA,0,0,0,0,0,0,0,0,0,2
ENSG00000282927,AC136944.6,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282933,RHOXF1P3,transcribed_unprocessed_pseudogene,16,10,3,50,12,9,12,52,5,6
ENSG00000282935,DUX4L34,unprocessed_pseudogene,38,0,2,0,4,9,2,0,0,2
ENSG00000282936,AC004706.3,protein_coding,18,48,65,76,77,49,140,37,72,135
ENSG00000282939,TRBV7-2,TR_V_gene,43,16,178,13,72,45,54,39,3,30
ENSG00000282943,AC004784.1,lncRNA,0,0,0,0,0,0,2,0,0,0
ENSG00000282944,AC140481.3,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282946,AC018558.5,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282949,PCMTD1P7,unprocessed_pseudogene,0,0,0,0,0,0,0,0,1,0
ENSG00000282950,AC063952.4,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282951,AC008537.4,lncRNA,30,58,31,24,58,54,47,21,70,62
ENSG00000282952,AL583852.1,lncRNA,0,0,0,0,0,0,0,1,0,0
ENSG00000282961,PRNCR1,lncRNA,16,9,26,5,6,7,77,63,34,17
ENSG00000282964,AC026108.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000282965,AP001005.3,lncRNA,0,3,1,1,0,0,9,6,5,0
ENSG00000282968,AGGF1P10,processed_pseudogene,17,0,0,1,1,8,2,5,0,0
ENSG00000282973,AC141257.3,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282975,LINC02034,lncRNA,5,0,0,0,1,2,4,0,0,0
ENSG00000282977,PCBP2-OT1,lncRNA,34,43,63,19,23,43,17,31,20,16
ENSG00000282978,AC110994.2,processed_pseudogene,14,9,61,7,16,25,26,18,14,16
ENSG00000282980,AC055839.1,processed_pseudogene,20,13,26,13,62,26,50,15,24,118
ENSG00000282987,AC099753.1,lncRNA,0,0,0,0,0,0,0,2,0,1
ENSG00000282988,AL031777.2,protein_coding,177,1,246,7,10,22,4,21,72,22
ENSG00000282989,PDCL3P2,processed_pseudogene,6,3,24,4,4,4,6,3,21,2
ENSG00000282993,AL356737.1,TEC,0,0,0,0,0,0,0,0,0,0
ENSG00000282994,AC215524.1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000282995,FRG1EP,unprocessed_pseudogene,80,1,3,3,9,68,113,56,7,4
ENSG00000282996,MPP7-DT,lncRNA,2,22,1,14,1,3,12,6,1,4
ENSG00000282997,AL162456.1,lncRNA,1,0,0,0,0,0,28,2,7,2
ENSG00000282998,AC009975.2,lncRNA,1,0,0,0,0,0,2,0,0,0
ENSG00000283000,LINC02635,lncRNA,2,3,1,2,0,1,1,0,2,0
ENSG00000283001,AL450426.1,lncRNA,0,0,4,3,1,2,6,0,0,4
ENSG00000283003,AC007221.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283005,CDC27P3,processed_pseudogene,0,2,1,0,1,0,0,1,0,0
ENSG00000283010,AL589826.2,lncRNA,0,0,0,0,0,2,0,1,0,0
ENSG00000283016,ATP5MC1P2,processed_pseudogene,4,11,6,3,10,6,6,7,2,10
ENSG00000283020,DUX4L37,unprocessed_pseudogene,2,2,6,4,11,7,2,3,4,12
ENSG00000283023,FRG1GP,unprocessed_pseudogene,25,7,24,5,17,17,7,15,10,9
ENSG00000283025,AC027045.3,lncRNA,0,0,0,0,0,0,1,0,1,0
ENSG00000283031,AC009242.1,lncRNA,1,7,4,4,3,1,15,4,17,10
ENSG00000283033,AC022596.2,lncRNA,1,1,0,0,0,0,0,0,0,0
ENSG00000283036,LINC01988,lncRNA,8,20,28,42,62,26,36,28,38,25
ENSG00000283039,KLF18,protein_coding,0,0,0,0,1,0,1,0,0,0
ENSG00000283040,AL669831.5,transcribed_unprocessed_pseudogene,1,0,3,0,0,7,4,2,12,0
ENSG00000283041,AC008038.1,processed_pseudogene,736,468,1584,523,636,899,635,621,673,662
ENSG00000283043,AC097655.1,processed_pseudogene,0,0,0,0,0,1,0,0,0,0
ENSG00000283044,AL391597.1,lncRNA,0,0,0,0,0,0,1,4,0,0
ENSG00000283045,AC103703.1,lncRNA,30,37,60,44,40,44,43,44,34,38
ENSG00000283047,FRG1FP,unprocessed_pseudogene,3,3,7,5,3,2,8,6,3,3
ENSG00000283050,GTF2IP12,transcribed_unprocessed_pseudogene,847,909,680,735,1156,737,1162,1372,402,838
ENSG00000283051,LINC01668,lncRNA,2,0,4,0,0,0,2,0,11,0
ENSG00000283052,LINC02456,lncRNA,1,1,0,0,0,0,1,2,1,0
ENSG00000283053,AL390862.1,lncRNA,0,0,1,0,0,0,0,0,3,0
ENSG00000283057,AC010653.3,processed_pseudogene,36,43,25,7,14,19,17,27,22,18
ENSG00000283058,AC009234.1,lncRNA,0,0,0,0,0,1,0,1,0,0
ENSG00000283061,AC215522.3,lncRNA,0,0,0,0,2,0,0,1,0,1
ENSG00000283063,TRBV6-2,TR_V_gene,4,1,14,1,7,10,39,14,1,10
ENSG00000283064,AL353759.1,lncRNA,271,32,333,58,43,39,33,41,46,186
ENSG00000283065,AC133561.4,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283069,DUX4L32,unprocessed_pseudogene,3,3,1,2,4,2,0,0,1,2
ENSG00000283071,LBHD2,protein_coding,0,1,1,0,1,0,0,0,0,0
ENSG00000283072,AL158175.1,lncRNA,61,0,0,14,38,0,4,9,0,1
ENSG00000283075,AL157931.2,lncRNA,0,1,0,5,13,4,16,0,0,0
ENSG00000283076,AC015978.2,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283078,AL137077.2,lncRNA,35,18,31,17,32,19,18,20,26,16
ENSG00000283083,LINC02498,lncRNA,0,0,0,0,0,0,1,1,0,0
ENSG00000283084,AC026634.1,processed_pseudogene,21,4,1,0,3,2,4,10,4,3
ENSG00000283093,CENPVL2,protein_coding,0,1,0,0,0,0,0,0,0,0
ENSG00000283095,FP565171.1,lncRNA,0,3,3,1,3,3,1,2,0,0
ENSG00000283096,AL731555.1,lncRNA,2,2,1,0,1,0,4,1,6,0
ENSG00000283097,AL159152.1,TEC,0,1,0,0,0,0,83,1,10,0
ENSG00000283098,AL132857.1,lncRNA,0,0,0,1,0,1,0,3,0,0
ENSG00000283101,BMS1P21,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283103,AC010642.2,lncRNA,267,210,93,214,217,153,220,261,194,191
ENSG00000283108,AC011451.3,lncRNA,43,6,53,10,9,15,18,56,42,52
ENSG00000283110,AC141257.4,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283117,MGC4859,lncRNA,1,0,0,0,0,0,0,0,0,0
ENSG00000283118,AC009951.5,lncRNA,114,320,187,164,326,339,173,166,161,154
ENSG00000283122,HYMAI,lncRNA,74,43,216,129,186,90,202,97,54,140
ENSG00000283123,RARRES2P11,processed_pseudogene,2,0,1,0,0,2,0,2,0,0
ENSG00000283125,AC022726.2,lncRNA,22,31,32,68,83,20,36,59,44,45
ENSG00000283126,MIR1297,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283128,AC009403.2,lncRNA,2,1,1,1,3,7,5,3,2,2
ENSG00000283130,AL445984.1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283131,MTND2P41,unprocessed_pseudogene,1,0,0,1,0,1,2,4,1,0
ENSG00000283132,AC006453.1,unprocessed_pseudogene,0,1,0,0,0,0,0,0,0,0
ENSG00000283133,AC021753.1,processed_pseudogene,0,0,0,0,0,0,0,0,1,0
ENSG00000283136,U6,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283138,AC006207.1,lncRNA,12,19,27,11,14,18,30,19,37,25
ENSG00000283141,LINC02666,lncRNA,22,32,21,8,34,53,30,34,46,23
ENSG00000283142,AL049767.1,transcribed_unprocessed_pseudogene,1,0,0,1,0,0,1,1,1,0
ENSG00000283145,AP000550.3,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283146,MIR548AU,miRNA,0,6,0,2,5,1,6,4,4,4
ENSG00000283148,AC137936.1,lncRNA,1,7,5,0,0,4,5,2,7,2
ENSG00000283149,AC068631.2,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283152,MIR3120,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283154,IQCJ-SCHIP1,protein_coding,51,15,0,17,18,0,25,15,12,1
ENSG00000283155,AC116353.5,lncRNA,0,2,0,0,1,0,2,1,0,0
ENSG00000283156,AC068620.3,transcribed_unprocessed_pseudogene,122,70,194,82,84,88,104,152,88,79
ENSG00000283157,AC012564.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283159,MIR665,miRNA,0,0,0,0,10,0,1,0,0,0
ENSG00000283160,MIR4521,miRNA,0,2,2,1,0,0,0,0,1,0
ENSG00000283162,AL390726.5,transcribed_unprocessed_pseudogene,37,1,6,54,2,4,53,35,3,2
ENSG00000283164,AC012507.3,lncRNA,1,0,1,0,4,3,1,0,1,0
ENSG00000283165,MIR203B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283166,AL590396.2,processed_pseudogene,18,5,9,2,2,5,4,5,6,2
ENSG00000283167,AC140479.5,unprocessed_pseudogene,0,0,1,0,1,1,2,2,0,1
ENSG00000283170,MIR382,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283172,MIR548D1,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283174,MTCO1P38,processed_pseudogene,1,1,1,1,0,1,0,0,0,0
ENSG00000283175,AC007920.2,lncRNA,0,1,0,0,2,0,0,0,0,0
ENSG00000283176,AC103706.2,processed_pseudogene,19,12,67,10,27,41,21,15,52,22
ENSG00000283178,BX119927.1,unprocessed_pseudogene,0,0,0,0,0,0,1,0,0,0
ENSG00000283180,MIR6767,miRNA,1,0,3,0,2,0,0,1,3,1
ENSG00000283183,AC116565.1,lncRNA,0,0,3,0,127,3,1,0,1,317
ENSG00000283188,MIR2052,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283189,AC104452.1,protein_coding,0,0,1,0,1,2,0,0,0,2
ENSG00000283193,MIR1243,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283195,IGHVII-43-1,IG_V_pseudogene,0,0,0,0,0,0,1,0,0,0
ENSG00000283196,LSP1P5,transcribed_unprocessed_pseudogene,16,12,0,36,21,28,51,51,11,16
ENSG00000283197,AC103706.3,processed_pseudogene,13,6,34,5,11,20,8,13,40,19
ENSG00000283199,C13orf46,protein_coding,52,105,36,42,47,93,258,386,368,172
ENSG00000283200,MIR1206,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283201,AC092329.3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283202,AC010149.2,unitary_pseudogene,1,0,0,0,0,0,0,2,0,0
ENSG00000283203,MIR1246,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283204,MIR4434,miRNA,12,15,8,7,15,15,9,11,10,8
ENSG00000283205,AL353572.3,protein_coding,0,2,0,0,0,0,0,0,0,0
ENSG00000283206,MIR941-1,miRNA,1,3,0,0,1,4,1,2,3,5
ENSG00000283207,MIR1255B1,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283208,AC001226.2,protein_coding,234,249,145,119,231,138,174,236,360,124
ENSG00000283209,AC106858.1,lncRNA,11,4,2,5,2,8,14,7,6,5
ENSG00000283210,MIR1322,miRNA,4,2,0,2,2,0,1,6,1,1
ENSG00000283211,AL773545.4,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283212,MIR642B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283213,AC130466.1,lncRNA,2,1,2,0,2,2,1,2,0,1
ENSG00000283214,AC006453.2,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283215,LINC02537,lncRNA,0,0,3,4,6,273,24,8,0,17
ENSG00000283217,AC068205.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283218,MIR302F,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283219,AC006160.2,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283221,AC007218.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283222,MIR4433A,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283225,MIR3199-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283227,SPRR5,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283228,AC068547.1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283230,AC099654.4,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283232,CYP2C23P,unitary_pseudogene,0,0,0,0,0,1,0,0,1,0
ENSG00000283234,AL590556.2,transcribed_unitary_pseudogene,0,0,0,0,1,2,5,1,0,3
ENSG00000283235,AC139493.2,lncRNA,16,3,0,1,29,12,41,25,3,8
ENSG00000283236,AC074141.1,transcribed_unprocessed_pseudogene,152,186,82,104,256,226,326,246,369,137
ENSG00000283237,MIR550B1,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283238,MIR1245B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283239,AC019257.8,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283240,AC007529.2,lncRNA,0,2,4,2,24,0,0,1,0,0
ENSG00000283242,MIR384,miRNA,0,0,0,0,0,0,0,0,0,1
ENSG00000283246,MEP1AP1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283247,CCDC201,protein_coding,0,0,0,0,0,1,1,0,0,0
ENSG00000283249,U6,snRNA,0,0,1,0,0,0,0,0,0,0
ENSG00000283251,AC008687.7,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283255,AL022100.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283256,U6,snRNA,0,0,0,0,0,1,0,0,1,0
ENSG00000283257,AP001184.1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283258,AC007491.1,lncRNA,0,0,1,0,1,0,0,0,0,0
ENSG00000283259,AC242022.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283262,U6,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283265,AL356234.3,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283267,FAM237B,protein_coding,1,0,1,2,1,0,2,3,0,1
ENSG00000283268,TEX54,protein_coding,20,2,8,3,4,5,3,7,4,3
ENSG00000283269,AC005524.1,transcribed_unprocessed_pseudogene,0,0,0,0,1,2,7,1,1,0
ENSG00000283270,MALLP2,transcribed_unprocessed_pseudogene,4,0,0,0,0,1,2,2,2,0
ENSG00000283271,U6,snRNA,0,0,0,0,3,1,1,1,1,1
ENSG00000283273,AC138649.5,unprocessed_pseudogene,4,401,0,0,0,0,40,2,5,0
ENSG00000283274,5_8S_rRNA,rRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283275,MIR4275,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283278,MIR3914-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283279,MIR376C,miRNA,0,0,0,0,1,0,0,0,0,0
ENSG00000283281,MIR7978,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283283,AC013268.4,unprocessed_pseudogene,0,1,0,2,0,1,6,0,2,0
ENSG00000283285,AC011460.1,unprocessed_pseudogene,1,0,0,0,0,0,0,0,2,0
ENSG00000283286,AC093277.1,lncRNA,0,0,0,0,1,0,1,1,0,1
ENSG00000283288,SMIM33,protein_coding,29,45,20,22,56,47,35,25,96,156
ENSG00000283289,MIR524,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283290,U6,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283291,5_8S_rRNA,rRNA,0,0,3,0,0,1,0,0,0,0
ENSG00000283293,RN7SK,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283294,AP005212.4,lncRNA,24,9,1,7,15,31,119,10,4,84
ENSG00000283296,MIR4256,miRNA,1,3,0,4,1,1,4,3,4,0
ENSG00000283297,TEX52,protein_coding,50,175,140,128,160,308,286,65,161,228
ENSG00000283298,MIR4272,miRNA,0,0,0,0,0,0,2,0,0,0
ENSG00000283300,U6,snRNA,0,1,1,0,0,2,3,0,1,0
ENSG00000283301,MIR4520-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283303,AC073869.3,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283304,LINC02183,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283307,OR5AK4P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283311,MTND6P29,unprocessed_pseudogene,0,0,0,0,0,1,0,0,0,0
ENSG00000283312,AC017104.3,processed_pseudogene,26,18,16,52,17,22,73,52,11,27
ENSG00000283313,U6,snRNA,3,0,3,1,1,3,1,1,2,3
ENSG00000283314,LINC02357,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283317,AL831711.1,lncRNA,32,45,4,24,17,20,20,19,58,17
ENSG00000283320,MIR103B2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283321,AC019117.3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283324,CTXND2,protein_coding,0,1,0,2,0,0,0,4,3,0
ENSG00000283326,MIR6860,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283327,MIR6841,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283329,FAM240B,protein_coding,0,0,0,0,1,1,0,0,1,0
ENSG00000283330,MIR518D,miRNA,0,0,0,2,0,0,0,0,0,0
ENSG00000283333,MIR7977,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283334,MIR4536-1,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283335,MIR219B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283337,U6,snRNA,3,2,1,2,2,2,0,1,0,1
ENSG00000283338,AC090582.1,unprocessed_pseudogene,7,6,27,7,6,11,10,6,24,8
ENSG00000283339,AC093726.3,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283340,MIR3119-1,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283341,AC068205.2,lncRNA,27,13,28,116,35,41,90,35,62,86
ENSG00000283342,NBPF13P,unprocessed_pseudogene,0,0,0,1,3,2,3,2,1,0
ENSG00000283343,MIR4320,miRNA,1,0,0,0,0,0,0,0,0,0
ENSG00000283345,AC127502.3,unprocessed_pseudogene,5,3,0,2,1,7,5,9,1,9
ENSG00000283346,MIR6511B2,miRNA,0,0,0,0,0,0,0,0,1,0
ENSG00000283347,AL160396.1,lncRNA,0,1,0,0,0,0,2,0,2,8
ENSG00000283349,PFN5P,transcribed_unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283351,MIR3910-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283352,AL021368.4,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283354,AL392088.2,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283355,AC074194.2,TEC,18,1,2,1,136,0,14,6,1,7
ENSG00000283356,Z97988.2,unprocessed_pseudogene,0,0,0,0,0,0,1,0,0,0
ENSG00000283359,MIR3977,miRNA,0,0,0,0,0,0,0,0,0,1
ENSG00000283360,AL592295.3,lncRNA,24,50,20,20,30,23,37,24,67,25
ENSG00000283361,CFAP97D2,protein_coding,0,3,7,10,1,5,5,3,6,48
ENSG00000283364,MIR451B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283365,AC007603.3,unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283366,AC000095.2,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283367,ABBA01000933.1,sRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283369,U6,snRNA,1,0,0,2,2,0,2,0,1,2
ENSG00000283371,FO624990.1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283372,U6,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283375,AC087521.4,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283376,AC011591.2,unitary_pseudogene,1,2,0,0,1,0,0,0,0,0
ENSG00000283377,AL590396.3,processed_pseudogene,3,0,0,0,2,0,0,0,0,0
ENSG00000283378,CNTNAP3C,protein_coding,0,1,0,0,3,0,0,0,0,3
ENSG00000283379,MIR3688-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283380,AL807742.1,lncRNA,0,0,0,0,1,3,1,0,0,0
ENSG00000283381,AC024614.3,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283383,AC108477.1,lncRNA,1,0,3,0,2,0,12,1,0,0
ENSG00000283384,AL138694.1,lncRNA,8,17,1,3,2,11,0,12,5,5
ENSG00000283385,MIR4524A,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283386,MIR4659B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283389,Metazoa_SRP,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283390,AC068631.3,processed_pseudogene,4,10,9,2,3,3,1,3,0,1
ENSG00000283392,AC090952.2,lncRNA,1,1,3,2,0,1,1,1,0,2
ENSG00000283393,AC068205.3,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283394,MIR7515,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283399,AC004381.3,unprocessed_pseudogene,44,30,60,529,2606,2242,70,588,61,197
ENSG00000283400,AL807740.1,lncRNA,0,0,0,0,1,1,0,0,6,1
ENSG00000283402,AC087821.2,unprocessed_pseudogene,0,2,8,1,1,5,1,5,1,0
ENSG00000283403,AC005394.2,lncRNA,3,1,1,3,0,0,9,2,3,0
ENSG00000283405,AL121759.2,lncRNA,0,9,0,0,0,2,0,0,0,0
ENSG00000283408,MIR548A1HG,lncRNA,0,0,1,0,0,0,0,0,0,1
ENSG00000283409,MIR3662,miRNA,20,5,5,7,6,2,10,21,4,6
ENSG00000283411,AL590627.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283412,U6,snRNA,0,0,0,0,0,0,6,0,0,0
ENSG00000283413,AC008703.1,lncRNA,0,4,2,0,41,0,2,0,3,0
ENSG00000283414,U6,snRNA,5,5,13,9,14,14,8,13,9,14
ENSG00000283415,AC087280.2,lncRNA,3,40,2,0,0,0,433,5,0,5
ENSG00000283416,MIR1910,miRNA,1,32,11,9,9,27,7,4,2,24
ENSG00000283417,AC024614.4,lncRNA,0,0,1,0,0,0,0,1,0,0
ENSG00000283418,U6,snRNA,4,5,1,8,4,6,8,9,1,2
ENSG00000283419,MIR6874,miRNA,0,2,2,1,1,1,0,2,1,0
ENSG00000283420,MIR4278,miRNA,0,0,0,0,1,0,0,0,0,0
ENSG00000283421,AF001550.2,unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283422,LINC02452,lncRNA,329,22,12,20,3,11,1,5,25,3
ENSG00000283423,AC109462.3,lncRNA,0,0,2,0,0,3,0,0,0,0
ENSG00000283426,SMBD1P,transcribed_unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283427,AC006453.3,unprocessed_pseudogene,0,0,0,0,0,1,3,2,0,0
ENSG00000283428,CCDC195,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000283429,MIR1244-3,miRNA,11,6,30,7,7,10,13,18,0,4
ENSG00000283431,AC099654.5,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,1
ENSG00000283432,U6,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283433,RNA5SP532,rRNA,10,2,2,6,14,6,0,2,7,9
ENSG00000283434,CSNKA2IP,protein_coding,0,0,0,0,0,0,1,0,0,0
ENSG00000283435,MIR1321,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283436,LINC01958,lncRNA,0,0,0,0,0,0,0,1,0,0
ENSG00000283438,Metazoa_SRP,misc_RNA,1,0,1,1,0,0,0,0,1,1
ENSG00000283439,SPEM3,protein_coding,1,0,0,0,0,1,1,0,1,0
ENSG00000283440,LINC01260,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283441,MIR499B,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283442,U4,snRNA,4,0,0,1,1,2,2,3,4,2
ENSG00000283443,AC018688.1,unprocessed_pseudogene,0,0,0,0,1,0,0,4,0,0
ENSG00000283444,GPR141BP,unitary_pseudogene,7,1,26,10,33,8,35,13,4,33
ENSG00000283445,AL136985.3,lncRNA,30,0,0,0,0,16,21,20,4,12
ENSG00000283446,Z99571.1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283450,MIR486-2,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283451,AC009950.2,unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000283452,AC015819.4,sRNA,2,0,0,0,0,1,2,1,0,1
ENSG00000283453,AC244258.1,transcribed_unprocessed_pseudogene,4,1,0,5,1,4,1,3,1,2
ENSG00000283455,MIR523,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000283456,MTND1P37,processed_pseudogene,6,0,0,9,2,2,33,1,1,2
ENSG00000283457,AC087565.2,lncRNA,0,0,0,0,0,0,2,0,0,0
